sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
481;SDS011;227;48.442;9.997;2017-06-13T00:01:17;3.22;;;1.33;;
481;SDS011;227;48.442;9.997;2017-06-13T00:03:45;4.35;;;1.50;;
481;SDS011;227;48.442;9.997;2017-06-13T00:06:13;3.97;;;1.50;;
481;SDS011;227;48.442;9.997;2017-06-13T00:08:41;9.88;;;1.83;;
481;SDS011;227;48.442;9.997;2017-06-13T00:11:09;4.40;;;1.30;;
481;SDS011;227;48.442;9.997;2017-06-13T00:13:37;6.78;;;1.67;;
481;SDS011;227;48.442;9.997;2017-06-13T00:16:05;3.28;;;1.75;;
481;SDS011;227;48.442;9.997;2017-06-13T00:18:33;3.08;;;1.62;;
481;SDS011;227;48.442;9.997;2017-06-13T00:21:03;4.00;;;1.92;;
481;SDS011;227;48.442;9.997;2017-06-13T00:23:32;8.25;;;2.30;;
481;SDS011;227;48.442;9.997;2017-06-13T00:26:02;3.62;;;1.60;;
481;SDS011;227;48.442;9.997;2017-06-13T00:28:31;12.75;;;1.98;;
481;SDS011;227;48.442;9.997;2017-06-13T00:31:03;3.95;;;2.05;;
481;SDS011;227;48.442;9.997;2017-06-13T00:33:33;4.32;;;1.45;;
481;SDS011;227;48.442;9.997;2017-06-13T00:36:01;4.93;;;1.67;;
481;SDS011;227;48.442;9.997;2017-06-13T00:38:30;2.55;;;1.60;;
481;SDS011;227;48.442;9.997;2017-06-13T00:40:58;5.30;;;1.55;;
481;SDS011;227;48.442;9.997;2017-06-13T00:43:26;8.45;;;1.83;;
481;SDS011;227;48.442;9.997;2017-06-13T00:45:55;4.70;;;1.80;;
481;SDS011;227;48.442;9.997;2017-06-13T00:48:23;2.58;;;1.40;;
481;SDS011;227;48.442;9.997;2017-06-13T00:50:51;5.70;;;1.50;;
481;SDS011;227;48.442;9.997;2017-06-13T00:53:19;5.82;;;1.33;;
481;SDS011;227;48.442;9.997;2017-06-13T00:55:49;3.90;;;1.83;;
481;SDS011;227;48.442;9.997;2017-06-13T00:58:17;5.12;;;1.90;;
481;SDS011;227;48.442;9.997;2017-06-13T01:00:45;6.85;;;2.05;;
481;SDS011;227;48.442;9.997;2017-06-13T01:03:14;6.10;;;1.60;;
481;SDS011;227;48.442;9.997;2017-06-13T01:05:43;5.28;;;1.73;;
481;SDS011;227;48.442;9.997;2017-06-13T01:08:13;3.47;;;1.30;;
481;SDS011;227;48.442;9.997;2017-06-13T01:10:41;9.25;;;1.60;;
481;SDS011;227;48.442;9.997;2017-06-13T01:13:13;4.80;;;1.70;;
481;SDS011;227;48.442;9.997;2017-06-13T01:15:42;5.15;;;1.77;;
481;SDS011;227;48.442;9.997;2017-06-13T01:18:10;4.47;;;1.80;;
481;SDS011;227;48.442;9.997;2017-06-13T01:20:38;3.72;;;1.48;;
481;SDS011;227;48.442;9.997;2017-06-13T01:23:06;3.62;;;1.70;;
481;SDS011;227;48.442;9.997;2017-06-13T01:25:34;5.70;;;1.62;;
481;SDS011;227;48.442;9.997;2017-06-13T01:28:02;9.02;;;1.60;;
481;SDS011;227;48.442;9.997;2017-06-13T01:30:31;10.38;;;1.80;;
481;SDS011;227;48.442;9.997;2017-06-13T01:32:59;2.75;;;1.62;;
481;SDS011;227;48.442;9.997;2017-06-13T01:35:27;8.55;;;2.50;;
481;SDS011;227;48.442;9.997;2017-06-13T01:37:55;5.47;;;1.95;;
481;SDS011;227;48.442;9.997;2017-06-13T01:40:23;9.93;;;2.37;;
481;SDS011;227;48.442;9.997;2017-06-13T01:42:52;6.87;;;2.37;;
481;SDS011;227;48.442;9.997;2017-06-13T01:45:22;10.38;;;2.17;;
481;SDS011;227;48.442;9.997;2017-06-13T01:47:53;8.25;;;1.80;;
481;SDS011;227;48.442;9.997;2017-06-13T01:50:23;13.45;;;2.03;;
481;SDS011;227;48.442;9.997;2017-06-13T01:52:56;9.35;;;1.95;;
481;SDS011;227;48.442;9.997;2017-06-13T01:55:24;7.15;;;2.40;;
481;SDS011;227;48.442;9.997;2017-06-13T01:57:52;10.45;;;2.42;;
481;SDS011;227;48.442;9.997;2017-06-13T02:00:20;10.02;;;2.60;;
481;SDS011;227;48.442;9.997;2017-06-13T02:02:49;11.50;;;2.40;;
481;SDS011;227;48.442;9.997;2017-06-13T02:05:17;4.12;;;2.00;;
481;SDS011;227;48.442;9.997;2017-06-13T02:07:45;6.20;;;2.05;;
481;SDS011;227;48.442;9.997;2017-06-13T02:10:13;5.00;;;2.00;;
481;SDS011;227;48.442;9.997;2017-06-13T02:12:42;10.32;;;2.30;;
481;SDS011;227;48.442;9.997;2017-06-13T02:15:13;5.22;;;2.05;;
481;SDS011;227;48.442;9.997;2017-06-13T02:17:41;8.30;;;2.20;;
481;SDS011;227;48.442;9.997;2017-06-13T02:20:10;10.40;;;2.87;;
481;SDS011;227;48.442;9.997;2017-06-13T02:22:45;10.07;;;2.72;;
481;SDS011;227;48.442;9.997;2017-06-13T02:25:13;7.72;;;2.30;;
481;SDS011;227;48.442;9.997;2017-06-13T02:27:43;13.80;;;2.75;;
481;SDS011;227;48.442;9.997;2017-06-13T02:30:13;5.65;;;2.20;;
481;SDS011;227;48.442;9.997;2017-06-13T02:32:41;7.05;;;2.47;;
481;SDS011;227;48.442;9.997;2017-06-13T02:35:13;10.13;;;2.58;;
481;SDS011;227;48.442;9.997;2017-06-13T02:37:43;11.63;;;3.40;;
