sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
255;SDS011;111;48.397;9.990;2017-07-04T00:01:06;4.87;;;2.10;;
255;SDS011;111;48.397;9.990;2017-07-04T00:03:33;2.90;;;2.27;;
255;SDS011;111;48.397;9.990;2017-07-04T00:05:59;2.80;;;2.60;;
255;SDS011;111;48.397;9.990;2017-07-04T00:08:26;2.37;;;2.20;;
255;SDS011;111;48.397;9.990;2017-07-04T00:10:52;3.80;;;2.80;;
255;SDS011;111;48.397;9.990;2017-07-04T00:13:19;3.30;;;2.40;;
255;SDS011;111;48.397;9.990;2017-07-04T00:15:46;4.33;;;2.50;;
255;SDS011;111;48.397;9.990;2017-07-04T00:18:12;3.00;;;2.83;;
255;SDS011;111;48.397;9.990;2017-07-04T00:20:39;3.53;;;2.20;;
255;SDS011;111;48.397;9.990;2017-07-04T00:23:05;4.43;;;2.90;;
255;SDS011;111;48.397;9.990;2017-07-04T00:25:32;2.90;;;2.77;;
255;SDS011;111;48.397;9.990;2017-07-04T00:27:58;2.97;;;2.30;;
255;SDS011;111;48.397;9.990;2017-07-04T00:30:25;3.43;;;2.53;;
255;SDS011;111;48.397;9.990;2017-07-04T00:32:52;3.30;;;2.97;;
255;SDS011;111;48.397;9.990;2017-07-04T00:35:18;2.70;;;2.50;;
255;SDS011;111;48.397;9.990;2017-07-04T00:37:45;3.53;;;2.90;;
255;SDS011;111;48.397;9.990;2017-07-04T00:40:11;4.00;;;3.57;;
255;SDS011;111;48.397;9.990;2017-07-04T00:42:38;3.40;;;2.70;;
255;SDS011;111;48.397;9.990;2017-07-04T00:45:05;3.63;;;2.47;;
255;SDS011;111;48.397;9.990;2017-07-04T00:47:31;2.83;;;2.63;;
255;SDS011;111;48.397;9.990;2017-07-04T00:49:58;3.80;;;2.97;;
255;SDS011;111;48.397;9.990;2017-07-04T00:52:24;3.10;;;2.90;;
255;SDS011;111;48.397;9.990;2017-07-04T00:54:51;3.90;;;3.00;;
255;SDS011;111;48.397;9.990;2017-07-04T00:57:17;4.97;;;3.07;;
255;SDS011;111;48.397;9.990;2017-07-04T00:59:44;3.20;;;3.00;;
255;SDS011;111;48.397;9.990;2017-07-04T01:02:11;3.37;;;3.20;;
255;SDS011;111;48.397;9.990;2017-07-04T01:04:37;6.10;;;2.93;;
255;SDS011;111;48.397;9.990;2017-07-04T01:07:04;3.30;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T01:09:30;4.73;;;3.90;;
255;SDS011;111;48.397;9.990;2017-07-04T01:11:57;3.90;;;3.43;;
255;SDS011;111;48.397;9.990;2017-07-04T01:14:24;3.73;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T01:16:51;3.10;;;2.90;;
255;SDS011;111;48.397;9.990;2017-07-04T01:19:17;3.20;;;2.53;;
255;SDS011;111;48.397;9.990;2017-07-04T01:21:44;2.97;;;2.77;;
255;SDS011;111;48.397;9.990;2017-07-04T01:24:11;3.40;;;3.20;;
255;SDS011;111;48.397;9.990;2017-07-04T01:26:37;3.37;;;2.80;;
255;SDS011;111;48.397;9.990;2017-07-04T01:29:04;3.33;;;3.13;;
255;SDS011;111;48.397;9.990;2017-07-04T01:31:30;3.70;;;2.73;;
255;SDS011;111;48.397;9.990;2017-07-04T01:33:57;2.77;;;2.57;;
255;SDS011;111;48.397;9.990;2017-07-04T01:36:23;4.87;;;3.07;;
255;SDS011;111;48.397;9.990;2017-07-04T01:38:50;4.03;;;3.60;;
255;SDS011;111;48.397;9.990;2017-07-04T01:41:17;6.37;;;3.60;;
255;SDS011;111;48.397;9.990;2017-07-04T01:43:43;3.50;;;2.70;;
255;SDS011;111;48.397;9.990;2017-07-04T01:46:10;4.10;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T01:48:36;3.10;;;2.90;;
255;SDS011;111;48.397;9.990;2017-07-04T01:51:03;3.60;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T01:53:30;3.87;;;3.30;;
255;SDS011;111;48.397;9.990;2017-07-04T01:55:56;3.20;;;3.00;;
255;SDS011;111;48.397;9.990;2017-07-04T01:58:23;3.37;;;3.17;;
255;SDS011;111;48.397;9.990;2017-07-04T02:00:49;3.27;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T02:03:16;3.67;;;3.30;;
255;SDS011;111;48.397;9.990;2017-07-04T02:05:42;3.90;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T02:08:09;7.10;;;3.30;;
255;SDS011;111;48.397;9.990;2017-07-04T02:10:36;3.10;;;2.97;;
255;SDS011;111;48.397;9.990;2017-07-04T02:13:02;3.13;;;2.93;;
255;SDS011;111;48.397;9.990;2017-07-04T02:15:29;4.00;;;3.90;;
255;SDS011;111;48.397;9.990;2017-07-04T02:17:55;3.67;;;3.47;;
255;SDS011;111;48.397;9.990;2017-07-04T02:20:22;3.63;;;3.47;;
255;SDS011;111;48.397;9.990;2017-07-04T02:22:49;3.47;;;3.00;;
255;SDS011;111;48.397;9.990;2017-07-04T02:25:15;5.60;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T02:27:42;3.37;;;3.17;;
255;SDS011;111;48.397;9.990;2017-07-04T02:30:08;3.50;;;3.30;;
255;SDS011;111;48.397;9.990;2017-07-04T02:32:35;3.43;;;3.17;;
255;SDS011;111;48.397;9.990;2017-07-04T02:35:02;3.60;;;2.70;;
255;SDS011;111;48.397;9.990;2017-07-04T02:37:28;4.17;;;3.67;;
255;SDS011;111;48.397;9.990;2017-07-04T02:39:55;4.40;;;2.97;;
255;SDS011;111;48.397;9.990;2017-07-04T02:42:21;3.97;;;3.40;;
255;SDS011;111;48.397;9.990;2017-07-04T02:44:48;3.90;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T02:47:14;3.17;;;3.00;;
255;SDS011;111;48.397;9.990;2017-07-04T02:49:41;4.33;;;3.93;;
255;SDS011;111;48.397;9.990;2017-07-04T02:52:08;3.63;;;3.43;;
255;SDS011;111;48.397;9.990;2017-07-04T02:54:34;4.20;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T02:57:01;3.00;;;2.80;;
255;SDS011;111;48.397;9.990;2017-07-04T02:59:27;4.37;;;3.47;;
255;SDS011;111;48.397;9.990;2017-07-04T03:01:54;3.27;;;3.07;;
255;SDS011;111;48.397;9.990;2017-07-04T03:04:21;3.37;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T03:06:47;5.00;;;3.80;;
255;SDS011;111;48.397;9.990;2017-07-04T03:09:14;8.10;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T03:11:40;4.30;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T03:14:07;3.67;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T03:16:34;4.57;;;4.23;;
255;SDS011;111;48.397;9.990;2017-07-04T03:19:00;5.83;;;3.30;;
255;SDS011;111;48.397;9.990;2017-07-04T03:21:27;4.23;;;3.97;;
255;SDS011;111;48.397;9.990;2017-07-04T03:23:54;8.00;;;3.77;;
255;SDS011;111;48.397;9.990;2017-07-04T03:26:20;3.90;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T03:28:47;6.90;;;4.20;;
255;SDS011;111;48.397;9.990;2017-07-04T03:31:13;5.63;;;4.47;;
255;SDS011;111;48.397;9.990;2017-07-04T03:33:40;4.07;;;3.80;;
255;SDS011;111;48.397;9.990;2017-07-04T03:36:06;3.90;;;3.70;;
255;SDS011;111;48.397;9.990;2017-07-04T03:38:33;3.97;;;3.77;;
255;SDS011;111;48.397;9.990;2017-07-04T03:41:00;3.67;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T03:43:26;4.33;;;4.03;;
255;SDS011;111;48.397;9.990;2017-07-04T03:45:53;4.53;;;3.10;;
255;SDS011;111;48.397;9.990;2017-07-04T03:48:19;3.57;;;3.37;;
255;SDS011;111;48.397;9.990;2017-07-04T03:50:46;3.23;;;3.03;;
255;SDS011;111;48.397;9.990;2017-07-04T03:53:13;4.50;;;4.20;;
255;SDS011;111;48.397;9.990;2017-07-04T03:55:39;3.70;;;3.50;;
255;SDS011;111;48.397;9.990;2017-07-04T03:58:06;3.87;;;3.67;;
