sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
1098;SDS011;536;48.397;10.010;2017-07-06T00:00:44;11.83;;;6.73;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:03:10;7.67;;;6.90;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:05:37;9.13;;;8.17;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:08:04;7.40;;;6.70;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:10:30;9.60;;;7.90;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:12:57;8.30;;;7.40;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:15:23;8.67;;;7.10;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:17:50;8.73;;;7.43;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:20:17;7.87;;;6.50;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:22:43;7.90;;;7.20;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:25:10;8.30;;;7.20;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:27:36;8.13;;;7.33;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:30:03;7.63;;;6.90;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:32:30;7.77;;;7.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:34:56;9.43;;;6.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:37:23;6.97;;;6.37;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:39:49;11.93;;;7.53;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:42:16;8.33;;;6.63;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:44:43;8.17;;;7.13;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:47:09;7.20;;;6.53;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:49:36;10.87;;;7.40;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:52:02;7.63;;;7.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:54:29;7.60;;;6.87;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:56:56;8.93;;;6.50;;
1098;SDS011;536;48.397;10.010;2017-07-06T00:59:22;9.27;;;6.43;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:01:49;8.10;;;6.70;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:04:16;9.73;;;6.97;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:06:42;7.73;;;6.10;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:09:09;6.80;;;6.10;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:11:35;6.60;;;6.07;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:14:02;7.27;;;6.57;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:16:29;7.00;;;6.40;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:18:55;6.60;;;6.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:21:22;7.70;;;6.87;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:23:48;10.30;;;6.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:26:15;9.87;;;7.10;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:28:42;8.17;;;7.33;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:31:08;7.47;;;6.83;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:33:35;6.60;;;6.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:36:01;7.63;;;6.73;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:38:28;7.43;;;6.73;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:40:55;8.30;;;7.47;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:43:21;8.20;;;7.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:45:48;8.10;;;7.30;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:48:15;7.17;;;6.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:50:41;7.10;;;6.50;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:53:08;8.00;;;7.20;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:55:35;6.83;;;6.23;;
1098;SDS011;536;48.397;10.010;2017-07-06T01:58:01;7.77;;;7.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:00:28;7.93;;;7.27;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:02:54;7.60;;;7.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:05:21;16.13;;;8.70;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:07:48;7.50;;;6.80;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:10:14;8.57;;;7.73;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:12:41;8.03;;;7.33;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:15:08;8.13;;;7.30;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:17:34;7.90;;;7.17;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:20:01;7.87;;;7.17;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:22:28;8.10;;;7.40;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:24:54;7.53;;;6.83;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:27:21;7.90;;;6.17;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:29:47;7.40;;;6.73;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:32:14;7.30;;;6.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:34:41;7.53;;;6.83;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:37:07;7.60;;;7.00;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:39:34;9.00;;;7.33;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:42:00;8.43;;;7.47;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:44:27;7.43;;;6.93;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:46:54;7.20;;;6.60;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:49:20;8.43;;;7.63;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:51:47;8.00;;;7.40;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:54:13;7.73;;;7.07;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:56:40;10.27;;;7.87;;
1098;SDS011;536;48.397;10.010;2017-07-06T02:59:07;7.33;;;6.77;;
