day,hour,SensorID,reading,belief,disbelief,uncertainity,atomicity,expectation,final Reading
20170611,0,1178,6.652468320168187,0.0,0.0,1.0,0.5,0.5,7.524896424350575
20170611,1,1178,6.354085369092304,0.5244383795447605,0.0,0.4755616204552395,0.5,0.76221918977,7.536606901349216
20170611,2,1178,6.458514410794768,0.6055998817525945,0.0,0.39440011824740545,0.5,0.80279994088,7.863452751879654
20170611,3,1178,4.006191186346174,0.6232249131109678,0.0,0.3767750868890321,0.5,0.81161245655,8.045120053768793
20170611,4,1178,7.0877691622033545,0.3811037090963646,0.2897548936149712,0.32914139728866426,0.5,0.54567440775,6.932252566637651
20170611,5,1178,9.351543587523535,0.5578669829046223,0.16857562193520148,0.2735573951601762,0.5,0.69464568048,7.281847988995981
20170611,6,1178,7.477546255786368,0.49811714381322214,0.15294245968710163,0.34894039649967623,0.5,0.67258734206,6.637876291115925
20170611,7,1178,5.938970012703204,0.52605702644401,0.11127234589382762,0.3626706276621624,0.5,0.70739234027,5.514917332991687
20170611,8,1178,4.932204893446161,0.5890069963339767,0.07266301229820837,0.33832999136781494,0.5,0.75817199202,5.857536015598556
20170611,9,1178,3.267588695625885,0.6476697477968091,0.04604634092677462,0.30628391127641635,0.5,0.80081170344,3.422055886379912
20170611,10,1178,3.0023208609531573,0.6395431680981748,0.03432154081291561,0.3261352910889096,0.5,0.80261081365,2.900290209460801
20170611,11,1178,2.437353524891075,0.6277087738295877,0.02554351301389679,0.3467477131565156,0.5,0.80108263041,2.569592865373559
20170611,12,1178,1.9096714693655055,0.6043647059968261,0.01940097127663365,0.37623432272654017,0.5,0.79248186737,2.031872415860967
20170611,13,1178,1.3915083163769189,0.5787490823889534,0.014675868882741305,0.40657504872830524,0.5,0.78203660676,1.7745897499949674
20170611,14,1178,1.9532174666053508,0.5324406927116587,0.011522870575359057,0.4560364367129822,0.5,0.76045891107,2.2493447830024302
20170611,15,1178,1.7860242317285164,0.545865274658365,0.007892772372520729,0.4462419529691143,0.5,0.76898625115,1.955840854519463
20170611,16,1178,1.7994942931841547,0.5294443526132172,0.0057547201135317305,0.464800927273251,0.5,0.76184481625,3.052421155742984
20170611,17,1178,2.3398294107361557,0.5173162568063653,0.004147345689584303,0.4785363975040504,0.5,0.75658445556,2.442773096259759
20170611,18,1178,4.782234075899561,0.5339733123483735,0.0028102005153680665,0.46321648713625835,0.5,0.76558155592,3.4441336028454175
20170611,19,1178,5.291928774468687,0.47060070601770954,0.0022386916834381543,0.5271606022988523,0.5,0.73418100717,4.833741654387209
20170611,20,1178,6.050127139669899,0.5979073251579189,0.0011917534963914456,0.4009009213456896,0.5,0.79835778584,4.4649311455761245
20170611,21,1178,3.7820482304283884,0.4959943318988621,0.028909143286802275,0.4750965248143357,0.5,0.73354259431,4.018121063793932
20170611,22,1178,3.9131122344200633,0.5429580475723664,0.01867205557033813,0.4383698968572955,0.5,0.762142996,4.124674226873439
