day,hour,SensorID,reading,belief,disbelief,uncertainity,atomicity,expectation,final Reading
20170512,0,481,10.828898354314047,0.58642662422,0.41299163489,5.8174089E-4,0.5,0.58671749467,8.080273909461617
20170512,0,1973,8.324708344539454,0.7877427031,0.20760027704,0.00465701986,0.5,0.79007121303,8.080273909461617
20170512,0,1286,7.231120314787141,0.82553432112,0.17388379375,5.8188513E-4,0.5,0.82582526369,8.080273909461617
20170512,0,1462,8.739319279661533,0.71758583636,0.28171693564,6.9722801E-4,0.5,0.71793445036,8.080273909461617
20170512,0,1002,10.507759998529043,0.70108819961,0.29824939884,6.6240155E-4,0.5,0.70141940039,8.080273909461617
20170512,0,1098,7.4661624436220855,0.95771935429,0.04177575643,5.0488928E-4,0.5,0.95797179893,8.080273909461617
20170512,0,1178,5.053667661426343,0.85354237225,0.14577489079,6.8273696E-4,0.5,0.85388374073,8.080273909461617
20170512,0,2394,8.750936076506374,0.93373942411,0.0610965334,0.00516404249,0.5,0.93632144536,8.080273909461617
20170512,0,255,5.822302384242282,0.58899044957,0.41018734981,8.2220062E-4,0.5,0.58940154988,8.080273909461617
20170512,1,481,9.667436406066702,0.5863062796,0.4131120989,5.8162151E-4,0.5,0.58659709036,7.242649885531317
20170512,1,1973,9.624528757716755,0.78656827423,0.20878164896,0.00465007681,0.5,0.78889331264,7.242649885531317
20170512,1,1286,6.050145157440029,0.82558492477,0.17383335888,5.8171636E-4,0.5,0.82587578295,7.242649885531317
20170512,1,1462,7.984217842448899,0.7177402913,0.28156286201,6.9684669E-4,0.5,0.71808871465,7.242649885531317
20170512,1,1002,7.765273026052299,0.70127036754,0.2980676346,6.6199786E-4,0.5,0.70160136647,7.242649885531317
20170512,1,1098,5.844756280685727,0.95772714164,0.04176806207,5.0479629E-4,0.5,0.95797953979,7.242649885531317
20170512,1,1178,6.20949745321418,0.85360242961,0.1457151134,6.8245699E-4,0.5,0.85394365811,7.242649885531317
20170512,1,2394,6.70751431255736,0.93404859609,0.06081145685,0.00513994706,0.5,0.93661856962,7.242649885531317
20170512,1,255,5.330791694392875,0.58899523682,0.41018257213,8.2219104E-4,0.5,0.58940633234,7.242649885531317
20170512,2,481,6.9441828729299475,0.58635617389,0.41306227475,5.8155136E-4,0.5,0.58664694957,5.778754406913015
20170512,2,1973,4.138632170341057,0.78610268611,0.20924998957,0.00464732432,0.5,0.78842634827,5.778754406913015
20170512,2,1286,4.043684620214474,0.82548995366,0.1739283969,5.8164944E-4,0.5,0.82578077838,5.778754406913015
20170512,2,1462,6.6335298814915555,0.71782097214,0.28148238035,6.966475E-4,0.5,0.71816929589,5.778754406913015
20170512,2,1002,6.895247794693164,0.70131850758,0.29801960124,6.6189118E-4,0.5,0.70164945317,5.778754406913015
20170512,2,1098,6.396682313909279,0.95773905252,0.04175629343,5.0465405E-4,0.5,0.95799137955,5.778754406913015
20170512,2,1178,5.796472925159228,0.85369350199,0.14562446557,6.8203244E-4,0.5,0.85403451821,5.778754406913015
20170512,2,2394,6.669504273657367,0.93417949073,0.06069076354,0.00512974573,0.5,0.93674436359,5.778754406913015
20170512,2,255,4.491330820891095,0.58903616883,0.41014172201,8.2210916E-4,0.5,0.58944722341,5.778754406913015
20170512,3,481,8.359594547994684,0.58665602873,0.41276284148,5.8112979E-4,0.5,0.58694659363,10.09382588918778
20170512,3,1973,11.03884834214041,0.78781129114,0.20757850722,0.00461020164,0.5,0.79011639196,10.09382588918778
20170512,3,1286,13.009508371360967,0.8255395615,0.17387895441,5.814841E-4,0.5,0.82583030355,10.09382588918778
20170512,3,1462,4.150005007099807,0.71691669434,0.28238753576,6.957699E-4,0.5,0.71726457929,10.09382588918778
20170512,3,1002,12.890430370241072,0.70143227866,0.29790608228,6.6163906E-4,0.5,0.70176309819,10.09382588918778
20170512,3,1098,13.565409626849911,0.95774140188,0.04175397212,5.04626E-4,0.5,0.95799371488,10.09382588918778
20170512,3,1178,8.436854557068612,0.85382267708,0.14549589265,6.8143027E-4,0.5,0.85416339222,10.09382588918778
20170512,3,2394,10.759374431747034,0.93481416018,0.06010555729,0.00508028254,0.5,0.93735430145,10.09382588918778
20170512,3,255,8.637970042726018,0.58951544475,0.40966340486,8.211504E-4,0.5,0.58992601995,10.09382588918778
20170512,4,481,9.141166306398109,0.58668078398,0.41273812103,5.8109498E-4,0.5,0.58697133147,7.579354618988051
20170512,4,1973,7.632464122284648,0.788828551,0.20658334925,0.00458809974,0.5,0.79112260087,7.579354618988051
20170512,4,1286,9.1679707539872,0.825548197,0.17387034769,5.8145531E-4,0.5,0.82583892466,7.579354618988051
20170512,4,1462,7.710429909487393,0.71711364205,0.28219107211,6.9528583E-4,0.5,0.71746128497,7.579354618988051
20170512,4,1002,6.864539658366105,0.7015621121,0.29777653655,6.6135134E-4,0.5,0.70189278777,7.579354618988051
20170512,4,1098,8.295360165733891,0.95775533037,0.04174020995,5.0445967E-4,0.5,0.95800756021,7.579354618988051
20170512,4,1178,5.8898518416716215,0.85382366106,0.14549491326,6.8142568E-4,0.5,0.8541643739,7.579354618988051
20170512,4,2394,8.46846915780409,0.93499452945,0.05993924516,0.00506622539,0.5,0.93752764215,7.579354618988051
20170512,4,255,5.042619656389514,0.58921027851,0.40996899616,8.2072532E-4,0.5,0.58962064117,7.579354618988051
20170512,5,481,9.403325759941493,0.58676113802,0.41265787996,5.8098201E-4,0.5,0.58705162903,8.064661653532774
20170512,5,1973,7.034789216252702,0.78934179032,0.20608126103,0.00457694865,0.5,0.79163026465,8.064661653532774
