day,hour,SensorID,reading,belief,disbelief,uncertainity,atomicity,expectation
2017-06-03,7,1286,6.006101586881447,0.55730970847133,0.4420705221157286,6.197694129414041E-4,0.5,0.55761959318
2017-06-03,8,1286,6.447102167500284,0.5573866815412609,0.441993656808618,6.196616501210389E-4,0.5,0.55769651237
2017-06-03,9,1286,6.408765433234284,0.5574267629484935,0.4419536315156277,6.19605535878857E-4,0.5,0.55773656572
2017-06-03,10,1286,5.3081221128595635,0.5575113142755976,0.4418691985609553,6.194871634470111E-4,0.5,0.55782105786
2017-06-03,11,1286,4.575887204929639,0.5575735219380954,0.4418070779896073,6.194000722972742E-4,0.5,0.55788322197
2017-06-03,12,1286,4.193695693051568,0.557626058957097,0.44175461452278886,6.193265201140718E-4,0.5,0.55793572222
2017-06-03,13,1286,5.980317259341718,0.5573964523969293,0.4419844760951277,6.190715079430661E-4,0.5,0.55770598816
2017-06-03,14,1286,3.8170356645796297,0.557481299969704,0.44189974719902225,6.189528312738271E-4,0.5,0.55779077639
2017-06-03,15,1286,4.545428074092394,0.5575219478256275,0.44185915619743166,6.188959769408748E-4,0.5,0.55783139582
2017-06-03,16,1286,6.594340337630479,0.557306688539087,0.4420746544397781,6.186570211348144E-4,0.5,0.55761601705
2017-06-03,17,1286,11.314051964997367,0.5568819082505507,0.44249990626995095,6.181854794983207E-4,0.5,0.55719100099
2017-06-03,18,1286,10.432642146327021,0.5567839109979651,0.4425980123076806,6.180766943543222E-4,0.5,0.55709294935
2017-06-03,19,1286,12.809121083742388,0.5570072131910564,0.44237502151547203,6.17765293471609E-4,0.5,0.55731609584
2017-06-03,20,1286,31.324635418505856,0.5544431018409891,0.44494197666892843,6.14921490082433E-4,0.5,0.55475056259
2017-06-03,21,1286,21.949508896932166,0.5545330361885443,0.44485216644146486,6.147973699908424E-4,0.5,0.55484043488
2017-06-03,22,1286,9.022102757109028,0.5550795884989038,0.4443063684382712,6.140430628249497E-4,0.5,0.55538661003
2017-06-03,23,1286,19.09998536130311,0.5555183041555833,0.44386825826135523,6.134375830614391E-4,0.5,0.55582502295
2017-06-04,0,1286,21.916484679635563,0.5572169208641174,0.4421719858458212,6.110932900613609E-4,0.5,0.55752246751
2017-06-04,1,1286,25.81920304001526,0.558613206848205,0.440777626902391,6.09166249404008E-4,0.5,0.55891778998
2017-06-04,2,1286,16.262750309423854,0.5597572099699748,0.4396352026409356,6.07587389089637E-4,0.5,0.56006100367
2017-06-04,3,1286,15.417994419699175,0.560401819098356,0.43899148314978675,6.066977518572595E-4,0.5,0.56070516798
2017-06-04,4,1286,3.0486953770826513,0.5604571893196578,0.4389361893459731,6.066213343691007E-4,0.5,0.56076049999
2017-06-04,5,1286,2.5683935032287155,0.5604470419987595,0.43894634765001417,6.066103512263007E-4,0.5,0.56075034717
2017-06-04,6,1286,2.161051741594098,0.5603370228635167,0.43905648586652835,6.064912699549763E-4,0.5,0.56064026849
2017-06-04,7,1286,1.7430986479871262,0.5603472647532463,0.43904625810493103,6.06477141822675E-4,0.5,0.56065050332
2017-06-04,8,1286,1.5321609190038874,0.5603505344382613,0.4390429929302694,6.064726314692448E-4,0.5,0.56065377076
2017-06-04,9,1286,1.63630215656831,0.5603038263531345,0.43908975156799424,6.064220788712606E-4,0.5,0.56060703739
2017-06-04,10,1286,1.3184182906789326,0.5603381432652592,0.4390554819852175,6.063747495233191E-4,0.5,0.56064133065
2017-06-04,11,1286,1.2088557837198537,0.5603483172070213,0.43904532207519664,6.063607177821228E-4,0.5,0.56065149757
2017-06-04,12,1286,1.1193957197647715,0.5603714542985587,0.4390222168939736,6.063288074677054E-4,0.5,0.56067461871
2017-06-04,13,1286,2.0874509775205663,0.5604212388677713,0.43897250098685947,6.062601453692675E-4,0.5,0.56072436895
2017-06-04,14,1286,2.1853616421017246,0.5604709971792212,0.4389228113012936,6.061915194851252E-4,0.5,0.56077409294
2017-06-04,15,1286,3.1039315374333736,0.5605204117045804,0.4388734649276742,6.06123367745377E-4,0.5,0.56082347339
2017-06-04,16,1286,2.8449849081518828,0.5657365776176324,0.4336644930689859,5.989293133816677E-4,0.5,0.56603604227
2017-06-04,17,1286,3.281953162514282,0.5657554721216828,0.43364562462393974,5.989032543774912E-4,0.5,0.56605492375
2017-06-04,18,1286,4.318580284189386,0.5657105287568301,0.43369061556540245,5.98855677767455E-4,0.5,0.5660099566
2017-06-04,19,1286,7.940117797343229,0.5652495978282128,0.43415203443102923,5.983677407579253E-4,0.5,0.5655487817
2017-06-04,20,1286,11.035513266128186,0.5643320074916479,0.4350705961198229,5.973963885292086E-4,0.5,0.56463070568
2017-06-04,21,1286,10.506158281761024,0.5636054491154259,0.43579792362369363,5.966272608805042E-4,0.5,0.56390376275
2017-06-04,22,1286,8.711738829651164,0.5632934651544166,0.4361102378478975,5.962969976859454E-4,0.5,0.56359161365
2017-06-04,23,1286,5.76174398151436,0.5633101880709755,0.4360935377654941,5.962741635304174E-4,0.5,0.56360832515
2017-06-05,0,1286,6.280794795551577,0.5632552622000666,0.4361485217764445,5.96216023488881E-4,0.5,0.56355337021
2017-06-05,1,1286,5.767754133793313,0.5632622625321254,0.436141531000792,5.96206467082628E-4,0.5,0.56356036577
2017-06-05,2,1286,6.772106366846013,0.5631120081006498,0.4362919444748127,5.960474245375959E-4,0.5,0.56341003181
2017-06-05,3,1286,6.796319540162387,0.5630020187708697,0.43640205022700207,5.959310021282015E-4,0.5,0.56329998427
2017-06-05,4,1286,7.231194427087322,0.5628370961589088,0.4365671474076043,5.957564334869841E-4,0.5,0.56313497438
2017-06-05,5,1286,7.236846546080069,0.5626757721160931,0.43672864221001806,5.955856738887994E-4,0.5,0.56297356495
2017-06-05,6,1286,5.654856852656564,0.5626791772216038,0.43672524174187244,5.955810365238174E-4,0.5,0.56297696774
2017-06-05,7,1286,6.70375659313528,0.5627404864368594,0.43666401602276894,5.954975403716368E-4,0.5,0.56303823521
2017-06-05,8,1286,6.576699662116889,0.5628180963147735,0.43658651184064867,5.953918445777823E-4,0.5,0.56311579223
2017-06-05,9,1286,8.48564339239613,0.5626382594457869,0.436766538954771,5.952015994420091E-4,0.5,0.56293586025
2017-06-05,10,1286,7.26600553132371,0.5624245551496918,0.4369804693235456,5.949755267626134E-4,0.5,0.56272204292
2017-06-05,11,1286,6.215236578867292,0.5626940437387397,0.43671134716071547,5.946091005448896E-4,0.5,0.56299134829
2017-06-05,12,1286,17.199886134201172,0.5631635527053585,0.4362424765899391,5.93970704702478E-4,0.5,0.56346053806
2017-06-05,13,1286,17.94578983081873,0.5637131271955947,0.4356936493614051,5.932234430001321E-4,0.5,0.56400973892
2017-06-05,14,1286,14.00356631643883,0.5637780355069434,0.4356288293065096,5.931351865470098E-4,0.5,0.56407460311
2017-06-05,15,1286,12.047229348578606,0.5639428123191587,0.4354642765429054,5.929111379359648E-4,0.5,0.56423926789
2017-06-05,16,1286,13.606472461053222,0.5640037124711076,0.4354034591974768,5.928283314155987E-4,0.5,0.56430012664
2017-06-05,17,1286,13.30424672783567,0.563824997028553,0.43558236248910975,5.926404823371882E-4,0.5,0.56412131727
2017-06-05,18,1286,24.93625903357714,0.562011648546431,0.43739761699477586,5.907344587930852E-4,0.5,0.56230701578
2017-06-05,19,1286,26.20986092409746,0.5607809076671135,0.4386296515146241,5.894408182624333E-4,0.5,0.56107562808
2017-06-05,20,1286,35.7275587905349,0.5593232868949154,0.44008880440242903,5.879087026555469E-4,0.5,0.55961724124
2017-06-05,21,1286,37.69648175838291,0.5587717269170028,0.4406409441289747,5.873289540224236E-4,0.5,0.5590653914
2017-06-05,22,1286,36.28818133408487,0.5594597853646909,0.4399538015714801,5.864130638289799E-4,0.5,0.55975299189
2017-06-05,23,1286,35.22901160319524,0.5607888138521951,0.43862654218391584,5.846439638889923E-4,0.5,0.56108113583
2017-06-06,0,1286,39.92620320250796,0.5617199722043087,0.437696623317788,5.834044779033036E-4,0.5,0.56201167444
2017-06-06,1,1286,32.54391702822717,0.5633188475891112,0.4360998762322461,5.812761786426809E-4,0.5,0.56360948568
2017-06-06,2,1286,23.091593926840805,0.5640274389692159,0.43539222807418654,5.803329565975515E-4,0.5,0.56431760545
2017-06-06,3,1286,22.925618812894587,0.5647916387531222,0.4346290455339319,5.793157129458479E-4,0.5,0.56508129661
2017-06-06,4,1286,23.450342643583156,0.565596996422762,0.4338247598941384,5.782436830996681E-4,0.5,0.56588611826
2017-06-06,5,1286,18.36651923764766,0.5661133795823318,0.43330906410389525,5.775563137729797E-4,0.5,0.56640215773
2017-06-06,6,1286,29.48729139792595,0.5656417057864027,0.433781219107633,5.770751059642523E-4,0.5,0.56593024335
2017-06-06,7,1286,23.237241966151675,0.5662054500954073,0.4332182237720248,5.763261325678891E-4,0.5,0.56649361317
2017-06-06,8,1286,11.716003547257378,0.5662231399290208,0.4332005574405816,5.763026303975773E-4,0.5,0.56651129125
2017-06-06,9,1286,9.60659376253238,0.5662778289049383,0.43314594112275995,5.76229972301731E-4,0.5,0.56656594389
2017-06-06,10,1286,9.880127818834831,0.5664004610479829,0.4330234719050189,5.760670469981629E-4,0.5,0.56668849457
2017-06-06,11,1286,8.581289486706968,0.5661913567029759,0.4332327889230917,5.758543739323257E-4,0.5,0.56647928389
