day,hour,Final Reading, belief,disbelief,uncertainity,atomicity,expectation
20170616,3,12.57223541793511,0.98757087921,0.0,0.01242912079,0.5,0.99378543961
20170616,4,10.419091252223478,0.98434766725,0.0,0.01565233275,0.5,0.99217383363
20170616,5,3.1230099298554097,0.98275282394,0.0,0.01724717606,0.5,0.99137641197
20170616,6,3.450911789844025,0.98222047068,0.0,0.01777952932,0.5,0.99111023534
20170616,7,3.025784050517518,0.98208347534,0.0,0.01791652466,0.5,0.99104173767
20170616,8,2.2818269393269053,0.98192719943,0.0,0.01807280057,0.5,0.99096359971
20170616,9,1.9467465729113225,0.98175065524,0.0,0.01824934476,0.5,0.99087532762
20170616,10,1.4890995730852687,0.98133947322,0.0,0.01866052678,0.5,0.99066973661
20170616,11,1.4480144972946034,0.98065340416,0.0,0.01934659584,0.5,0.99032670208
20170616,12,1.3719550923896917,0.98006520833,0.0,0.01993479167,0.5,0.99003260417
20170616,13,1.7453687650347625,0.97924580084,0.0,0.02075419916,0.5,0.98962290042
20170616,14,2.1731992795411132,0.9786255846,0.0,0.0213744154,0.5,0.9893127923
20170616,15,2.4439779478810992,0.97825707751,0.0,0.02174292249,0.5,0.98912853876
20170616,16,2.5131334676440815,0.97803918407,0.0,0.02196081593,0.5,0.98901959204
20170616,17,2.4431103494632924,0.97777654468,0.0,0.02222345532,0.5,0.98888827234
20170616,18,2.4915786770533708,0.977687582,0.0,0.022312418,0.5,0.988843791
20170616,19,2.600781132413898,0.97643886458,0.0,0.02356113542,0.5,0.98821943229
20170616,20,3.1811417122592074,0.97624425234,0.0,0.02375574766,0.5,0.98812212617
20170616,21,9.12552699918927,0.97669430882,0.0,0.02330569118,0.5,0.98834715441
20170616,22,9.75069526754298,0.95977813918,0.0,0.04022186082,0.5,0.97988906959
20170616,23,3.846520568960119,0.95555927058,0.0,0.04444072942,0.5,0.97777963529
20170617,0,3.924642594586451,0.95699679046,0.0,0.04300320954,0.5,0.97849839523
20170617,1,4.769033792881364,0.95935011791,0.0,0.04064988209,0.5,0.97967505896
20170617,2,5.073003967756103,0.96199091284,0.0,0.03800908716,0.5,0.98099545642
20170617,3,3.891176314798845,0.96674816115,0.0,0.03325183885,0.5,0.98337408058
20170617,4,4.683922401976648,0.9687567258,0.0,0.0312432742,0.5,0.9843783629
20170617,5,3.9432984772346606,0.97011786989,0.0,0.02988213011,0.5,0.98505893495
20170617,6,3.8005172525183997,0.97137779853,0.0,0.02862220147,0.5,0.98568889926
20170617,7,3.853482484583587,0.97129462479,0.0,0.02870537521,0.5,0.98564731239
20170617,8,3.938845467978996,0.97147467883,0.0,0.02852532117,0.5,0.98573733942
20170617,9,3.787494567473362,0.97213696963,0.0,0.02786303037,0.5,0.98606848482
20170617,10,3.1801401755847016,0.97303087076,0.0,0.02696912924,0.5,0.98651543538
20170617,11,2.9600421265742236,0.97304231844,0.0,0.02695768156,0.5,0.98652115922
20170617,12,1.8443407218359555,0.97391039434,0.0,0.02608960566,0.5,0.98695519717
20170617,13,1.537898739799797,0.9731104053,0.0,0.0268895947,0.5,0.98655520265
20170617,14,2.143452639035627,0.97270157736,0.0,0.02729842264,0.5,0.98635078868
20170617,15,7.293759497399781,0.972206737,0.0,0.027793263,0.5,0.9861033685
20170617,16,7.35122340438662,0.92965756642,0.0,0.07034243358,0.5,0.96482878321
20170617,17,3.114064935124778,0.89593160733,0.0,0.10406839267,0.5,0.94796580367
20170617,18,2.913319485950384,0.90042326226,0.0,0.09957673774,0.5,0.95021163113
20170617,19,3.151966670139202,0.91005730847,0.0,0.08994269153,0.5,0.95502865424
20170617,20,3.5632882488003004,0.91930186895,0.0,0.08069813105,0.5,0.95965093448
20170617,21,4.018904400881249,0.92627019154,0.0,0.07372980846,0.5,0.96313509577
20170617,22,4.946420598566055,0.93153731649,0.0,0.06846268351,0.5,0.96576865825
20170617,23,5.025519480512024,0.93884361434,0.0,0.06115638566,0.5,0.96942180717
20170618,0,6.009646645319934,0.94462676588,0.0,0.05537323412,0.5,0.97231338294
20170618,1,7.2287281981942035,0.94895903547,0.0,0.05104096453,0.5,0.97447951774
20170618,2,7.580917646608393,0.95516796146,0.0,0.04483203854,0.5,0.97758398073
20170618,3,9.49744738518167,0.95948966966,0.0,0.04051033034,0.5,0.97974483483
20170618,4,10.347343916210894,0.9644164282,0.0,0.0355835718,0.5,0.9822082141
20170618,5,10.870460576797662,0.96875358336,0.0,0.03124641664,0.5,0.98437679168
20170618,6,13.824298384948747,0.97186515598,0.0,0.02813484402,0.5,0.98593257799
20170618,7,11.161790026048417,0.97492444903,0.0,0.02507555097,0.5,0.98746222452
20170618,8,8.604158384263222,0.9768422931,0.0,0.0231577069,0.5,0.98842114655
20170618,9,9.177810395355836,0.97760185462,0.0,0.02239814538,0.5,0.98880092731
20170618,10,10.086141348723208,0.97179646911,0.0,0.02820353089,0.5,0.98589823455
20170618,11,2.268908819094228,0.96660324084,0.0,0.03339675916,0.5,0.98330162042
20170618,12,2.2633884471295205,0.96625335882,0.0,0.03374664118,0.5,0.98312667941
20170618,13,2.3571352406280037,0.96601956912,0.0,0.03398043088,0.5,0.98300978456
20170618,14,2.2705239428203714,0.96512118788,0.0,0.03487881212,0.5,0.98256059394
20170618,15,2.152116759671191,0.96524962742,0.0,0.03475037258,0.5,0.98262481371
20170618,16,2.113241690738361,0.96567567913,0.0,0.03432432087,0.5,0.98283783957
20170618,17,2.1659673133363118,0.96675284418,0.0,0.03324715582,0.5,0.98337642209
